timestamp,volume_L
2025-06-01 12:30:00,35.063
2025-06-01 12:35:00,39.774
2025-06-01 12:40:00,40.445
2025-06-01 12:45:00,38.009
2025-06-01 12:50:00,34.516
2025-06-01 12:55:00,39.756
2025-06-01 13:00:00,36.721
2025-06-01 13:05:00,36.086
2025-06-01 13:10:00,39.792
2025-06-01 13:15:00,36.333
2025-06-01 13:20:00,38.874
2025-06-01 13:25:00,37.004
2025-06-01 13:30:00,37.004
2025-06-01 13:35:00,37.692
2025-06-01 13:40:00,40.833
2025-06-01 13:45:00,35.574
2025-06-01 13:50:00,39.209
2025-06-01 13:55:00,40.145
2025-06-01 14:00:00,41.186
2025-06-01 14:05:00,37.304
2025-06-01 14:10:00,36.686
2025-06-01 14:15:00,41.345
2025-06-01 14:20:00,37.851
2025-06-01 14:25:00,39.862
2025-06-01 14:30:00,36.915
2025-06-01 14:35:00,40.233
2025-06-01 14:40:00,36.598
2025-06-01 14:45:00,38.733
2025-06-01 14:50:00,34.851
2025-06-01 14:55:00,40.498
2025-06-01 15:00:00,39.068
2025-06-01 15:05:00,40.674
2025-06-01 15:10:00,34.939
2025-06-01 15:15:00,35.274
2025-06-01 15:20:00,39.651
2025-06-01 15:25:00,36.81
2025-06-01 15:30:00,35.698
2025-06-01 15:35:00,37.551
2025-06-01 15:40:00,37.727
2025-06-01 15:45:00,39.756
2025-06-01 15:50:00,40.815
2025-06-01 15:55:00,35.133
2025-06-01 16:00:00,35.116
2025-06-01 16:05:00,37.004
2025-06-01 16:10:00,39.068
2025-06-01 16:15:00,38.998
2025-06-01 16:20:00,36.351
2025-06-01 16:25:00,35.133
2025-06-01 16:30:00,35.204
2025-06-01 16:35:00,35.963
2025-06-01 16:40:00,36.933
2025-06-01 16:45:00,40.868
2025-06-01 16:50:00,40.321
2025-06-01 16:55:00,35.133
2025-06-01 17:00:00,37.18
2025-06-01 17:05:00,41.398
2025-06-01 17:10:00,40.745
2025-06-01 17:15:00,36.792
2025-06-01 17:20:00,41.433
2025-06-01 17:25:00,40.339
2025-06-01 17:30:00,37.604
2025-06-01 17:35:00,36.58
2025-06-01 17:40:00,36.862
2025-06-01 17:45:00,39.88
2025-06-01 17:50:00,36.439
2025-06-01 17:55:00,39.792
2025-06-01 18:00:00,39.174
2025-06-01 18:05:00,36.192
2025-06-01 18:10:00,36.88
2025-06-01 18:15:00,35.468
2025-06-01 18:20:00,36.827
2025-06-01 18:25:00,37.462
2025-06-01 18:30:00,40.815
2025-06-01 18:35:00,38.874
2025-06-01 18:40:00,39.598
2025-06-01 18:45:00,39.739
2025-06-01 18:50:00,34.604
2025-06-01 18:55:00,38.698
2025-06-01 19:00:00,35.168
2025-06-01 19:05:00,37.021
2025-06-01 19:10:00,35.857
2025-06-01 19:15:00,37.921
2025-06-01 19:20:00,37.392
2025-06-01 19:25:00,37.992
2025-06-01 19:30:00,40.092
2025-06-01 19:35:00,36.368
2025-06-01 19:40:00,39.492
2025-06-01 19:45:00,41.292
2025-06-01 19:50:00,36.915
2025-06-01 19:55:00,40.215
2025-06-01 20:00:00,34.833
2025-06-01 20:05:00,34.727
2025-06-01 20:10:00,35.01
2025-06-01 20:15:00,38.856
2025-06-01 20:20:00,41.362
2025-06-01 20:25:00,34.921
2025-06-01 20:30:00,38.451
2025-06-01 20:35:00,34.639
2025-06-01 20:40:00,34.674
2025-06-01 20:45:00,35.451
2025-06-01 20:50:00,39.386
2025-06-01 20:55:00,38.751
2025-06-01 21:00:00,35.468
2025-06-01 21:05:00,39.227
2025-06-01 21:10:00,40.268
2025-06-01 21:15:00,37.533
2025-06-01 21:20:00,34.868
2025-06-01 21:25:00,36.563
2025-06-01 21:30:00,37.445
2025-06-01 21:35:00,40.78
2025-06-01 21:40:00,37.127
2025-06-01 21:45:00,34.48
2025-06-01 21:50:00,40.48
2025-06-01 21:55:00,37.815
2025-06-01 22:00:00,35.274
2025-06-01 22:05:00,36.245
2025-06-01 22:10:00,36.545
2025-06-01 22:15:00,36.51
2025-06-01 22:20:00,38.927
2025-06-01 22:25:00,39.404
2025-06-01 22:30:00,35.751
2025-06-01 22:35:00,35.751
2025-06-01 22:40:00,35.345
2025-06-01 22:45:00,35.027
2025-06-01 22:50:00,37.851
2025-06-01 22:55:00,37.921
2025-06-01 23:00:00,35.839
2025-06-01 23:05:00,36.88
2025-06-01 23:10:00,36.51
2025-06-01 23:15:00,35.857
2025-06-01 23:20:00,35.186
2025-06-01 23:25:00,39.086
2025-06-01 23:30:00,38.821
2025-06-01 23:35:00,40.798
2025-06-01 23:40:00,37.392
2025-06-01 23:45:00,41.221
2025-06-01 23:50:00,38.186
2025-06-01 23:55:00,37.639
